true_label,pred_label,confidence
Bus,Walk,0.6203919053077698
Train,Walk,0.5511991381645203
Bike,Bus,0.33353090286254883
Bus,Subway,0.38841530680656433
Bus,Walk,0.8839357495307922
Bus,Walk,0.7252380847930908
Bus,Car & taxi,0.4767669141292572
Car & taxi,Bus,0.5033690929412842
Car & taxi,Walk,0.5864988565444946
Bike,Bus,0.600575864315033
Car & taxi,Bike,0.4931100010871887
Subway,Car & taxi,0.5585235953330994
Subway,Bus,0.5542420744895935
Bike,Walk,0.462466299533844
Subway,Car & taxi,0.5201146602630615
Bus,Walk,0.6782717108726501
Bike,Walk,0.34615790843963623
Subway,Bus,0.40012049674987793
Bike,Walk,0.5739124417304993
Bus,Walk,0.43300360441207886
Subway,Bus,0.7336502075195312
Car & taxi,Bus,0.4027906656265259
Bus,Walk,0.726879358291626
Bike,Walk,0.3527907133102417
Bus,Walk,0.5270556211471558
Subway,Bus,0.28686803579330444
Bike,Walk,0.30577027797698975
Car & taxi,Bus,0.5009105801582336
Subway,Bus,0.5434277057647705
Bus,Walk,0.3172723650932312
Car & taxi,Bike,0.763521134853363
Bike,Walk,0.643355667591095
Car & taxi,Walk,0.4660504460334778
Car & taxi,Bus,0.6740582585334778
Bus,Bike,0.48591548204421997
Walk,Bike,0.43598178029060364
Subway,Walk,0.3558831810951233
Train,Subway,0.3455045223236084
Car & taxi,Walk,0.4710370898246765
Bike,Walk,0.9510222673416138
Car & taxi,Bus,0.652241051197052
Bus,Walk,0.3940754532814026
Bus,Bike,0.4980195164680481
Bus,Walk,0.42197558283805847
Bike,Walk,0.47713011503219604
Bus,Walk,0.49123644828796387
Bike,Walk,0.7159474492073059
Car & taxi,Bike,0.3734877109527588
Bike,Walk,0.6065512895584106
Car & taxi,Walk,0.6192295551300049
Bus,Car & taxi,0.7672638893127441
Bus,Car & taxi,0.39247870445251465
Bus,Subway,0.4940197765827179
Bike,Bus,0.3604128658771515
Train,Car & taxi,0.49704861640930176
Bus,Bike,0.8347033858299255
Bus,Walk,0.3830609917640686
Bus,Walk,0.39406976103782654
Car & taxi,Bus,0.600350558757782
Train,Walk,0.391922265291214
Subway,Car & taxi,0.4221171438694
Car & taxi,Bus,0.5807695984840393
Train,Walk,0.9134609699249268
Bike,Bus,0.5450981855392456
Car & taxi,Subway,0.49940812587738037
Subway,Bus,0.5890122056007385
Bike,Bus,0.37045666575431824
Car & taxi,Walk,0.4793910086154938
Bike,Bus,0.36799588799476624
Bike,Bus,0.5493893027305603
Bike,Walk,0.916037380695343
Bus,Bike,0.8956153988838196
Subway,Bus,0.5764939785003662
Bus,Car & taxi,0.8687784075737
Car & taxi,Walk,0.46962663531303406
Bus,Walk,0.7798117399215698
Car & taxi,Bus,0.5781992077827454
Bike,Walk,0.4284604489803314
Subway,Bus,0.5741568803787231
Subway,Car & taxi,0.7528154850006104
Car & taxi,Bus,0.5630848407745361
Bike,Bus,0.5258421301841736
Walk,Bus,0.323173850774765
Car & taxi,Walk,0.524604856967926
Walk,Bus,0.338331937789917
Bus,Bike,0.4775371253490448
Car & taxi,Subway,0.431315153837204
Car & taxi,Walk,0.6994560956954956
Car & taxi,Walk,0.4570959210395813
Subway,Car & taxi,0.7689991593360901
Bike,Walk,0.916037380695343
Car & taxi,Bike,0.6296406984329224
Bike,Walk,0.5117062926292419
Car & taxi,Bike,0.6121243238449097
Subway,Car & taxi,0.7976043820381165
Bike,Bus,0.3623984158039093
Bike,Bus,0.4660241901874542
Bus,Walk,0.46625038981437683
Bus,Car & taxi,0.4335913062095642
Car & taxi,Bus,0.337600439786911
Subway,Walk,0.6571647524833679
Car & taxi,Walk,0.3692029118537903
Car & taxi,Bike,0.47252896428108215
Walk,Bike,0.5184245705604553
Bike,Walk,0.4519878029823303
Walk,Bike,0.4674617052078247
Walk,Bus,0.34723830223083496
Bike,Walk,0.6109841465950012
Bike,Bus,0.5850321054458618
Car & taxi,Walk,0.5510371923446655
Car & taxi,Walk,0.37155336141586304
Car & taxi,Walk,0.5024710893630981
Walk,Bike,0.5045348405838013
Bus,Subway,0.3906920552253723
Car & taxi,Walk,0.5519914627075195
Walk,Bike,0.51914381980896
Bike,Bus,0.3411562442779541
Bus,Train,0.37593767046928406
Bus,Walk,0.5439510345458984
Bus,Walk,0.3294411897659302
Bus,Car & taxi,0.8558235764503479
Car & taxi,Bus,0.5976489782333374
Walk,Bike,0.7222234606742859
Bike,Walk,0.7200602293014526
Walk,Bike,0.4423641562461853
Car & taxi,Bus,0.6685433387756348
Bus,Walk,0.6782949566841125
Bike,Bus,0.5449645519256592
Bus,Walk,0.3940754532814026
Bus,Bike,0.44567328691482544
Car & taxi,Bike,0.5437330603599548
Bike,Bus,0.5910903215408325
Walk,Bike,0.5384857654571533
Bus,Walk,0.5706632137298584
Subway,Walk,0.9488710165023804
Train,Car & taxi,0.7937551736831665
Bus,Walk,0.3286229968070984
Bus,Car & taxi,0.6937088966369629
Subway,Bus,0.6022272706031799
Bike,Bus,0.42079541087150574
Bus,Car & taxi,0.37536677718162537
Walk,Bike,0.8217058181762695
Car & taxi,Bus,0.5980201959609985
Bus,Subway,0.37791121006011963
Bike,Bus,0.7128768563270569
Car & taxi,Bus,0.5421709418296814
Car & taxi,Bus,0.699029803276062
Bike,Walk,0.4396017789840698
Bike,Walk,0.461663156747818
Bike,Bus,0.4333447217941284
Bus,Car & taxi,0.5704759955406189
Bus,Bike,0.4505346417427063
Car & taxi,Subway,0.5466641783714294
Bike,Walk,0.48672476410865784
Bus,Walk,0.6961157321929932
Walk,Bike,0.47397738695144653
Bus,Bike,0.5283459424972534
Car & taxi,Walk,0.8150755167007446
Bus,Walk,0.7389819025993347
Walk,Bike,0.4052715003490448
Car & taxi,Bus,0.4753864109516144
Bus,Walk,0.6990000605583191
Subway,Bus,0.36310064792633057
Train,Walk,0.5146669745445251
Bus,Walk,0.7701274156570435
Bus,Walk,0.6562360525131226
Car & taxi,Walk,0.5439510345458984
Car & taxi,Bus,0.5820751786231995
Bus,Walk,0.8150758147239685
Bus,Walk,0.6534388661384583
Bus,Walk,0.9389784336090088
Bike,Walk,0.3818645179271698
Bus,Walk,0.6391802430152893
Car & taxi,Bus,0.36162814497947693
Bus,Walk,0.4141108989715576
Bus,Bike,0.3255961835384369
Car & taxi,Walk,0.45083293318748474
Car & taxi,Bus,0.3528387248516083
Bike,Bus,0.7027298808097839
Bus,Walk,0.3838088810443878
Car & taxi,Bike,0.5112404227256775
Bus,Walk,0.6140382885932922
Bike,Bus,0.3620481789112091
Subway,Walk,0.590194582939148
Bus,Walk,0.8570892810821533
Subway,Car & taxi,0.6929744482040405
Bus,Walk,0.4443747401237488
Bus,Walk,0.5281355977058411
Subway,Car & taxi,0.8022820353507996
Car & taxi,Subway,0.4423167109489441
Walk,Bike,0.4554862976074219
Bus,Subway,0.5001963376998901
Airplane,Train,0.32594433426856995
Walk,Bike,0.48416873812675476
Bike,Bus,0.3558904826641083
Train,Car & taxi,0.5542117953300476
Walk,Bike,0.468845009803772
Bus,Car & taxi,0.6774981617927551
Bike,Walk,0.46039795875549316
Car & taxi,Walk,0.5348228216171265
Airplane,Walk,0.548795223236084
Car & taxi,Bike,0.6622349619865417
Bus,Walk,0.5443763136863708
Car & taxi,Walk,0.6746516227722168
Subway,Car & taxi,0.3852498531341553
Walk,Bike,0.47464606165885925
Car & taxi,Subway,0.5393742918968201
Car & taxi,Subway,0.555770218372345
Bus,Walk,0.6520063281059265
Walk,Bike,0.48447033762931824
Bike,Walk,0.4345727264881134
Train,Bus,0.4958576261997223
Walk,Bus,0.28338488936424255
Bus,Walk,0.8150700330734253
Bus,Walk,0.4801379442214966
Walk,Bike,0.5039845108985901
Subway,Car & taxi,0.4378436207771301
Bike,Walk,0.5854805707931519
Subway,Walk,0.5558216571807861
Bus,Car & taxi,0.45235851407051086
Train,Bike,0.5228192210197449
Bike,Bus,0.6162073612213135
Train,Subway,0.5271109938621521
Subway,Car & taxi,0.7126907706260681
Car & taxi,Bus,0.5034986734390259
Car & taxi,Bike,0.5139111876487732
Car & taxi,Bus,0.5714191794395447
Bus,Bike,0.4505611062049866
Walk,Bike,0.4360431730747223
Bike,Walk,0.9255352020263672
Bus,Walk,0.7806703448295593
Bus,Walk,0.653433084487915
Bike,Bus,0.5493892431259155
Walk,Bike,0.5124322772026062
Bus,Walk,0.461663156747818
Car & taxi,Bus,0.49589768052101135
Car & taxi,Walk,0.7974323034286499
Car & taxi,Bus,0.5074209570884705
Bike,Walk,0.7780917286872864
Car & taxi,Bus,0.453299880027771
Subway,Car & taxi,0.7737902402877808
Bike,Walk,0.3909653127193451
Bike,Walk,0.9374234676361084
Car & taxi,Bus,0.3745018541812897
Subway,Bus,0.4384553134441376
Bus,Walk,0.6351813673973083
Car & taxi,Walk,0.468149334192276
Car & taxi,Bus,0.6009844541549683
Bike,Walk,0.46166306734085083
Bike,Bus,0.36284688115119934
Subway,Bus,0.557396650314331
Bus,Walk,0.7185271978378296
Bus,Car & taxi,0.6719461679458618
Car & taxi,Bus,0.6528236269950867
Walk,Subway,0.29647085070610046
Bike,Walk,0.7762054204940796
Car & taxi,Walk,0.5519914627075195
Car & taxi,Bike,0.3734877109527588
Bus,Bike,0.4196581542491913
Bike,Walk,0.7685966491699219
Car & taxi,Bus,0.7218248844146729
Car & taxi,Bus,0.5769417881965637
Car & taxi,Walk,0.6534388661384583
Car & taxi,Bike,0.8841704726219177
Car & taxi,Bus,0.5807695984840393
Car & taxi,Walk,0.647794783115387
Subway,Bus,0.4192477762699127
Bus,Car & taxi,0.5886483192443848
Car & taxi,Walk,0.5519914627075195
Train,Car & taxi,0.48624756932258606
Bus,Car & taxi,0.5348853468894958
Bike,Walk,0.36307209730148315
Car & taxi,Walk,0.5246047973632812
Car & taxi,Bus,0.7361227869987488
Bus,Bike,0.7439814805984497
Walk,Bike,0.5881099104881287
Car & taxi,Walk,0.5519914627075195
Bike,Walk,0.5478018522262573
Bus,Bike,0.5947257876396179
Subway,Bike,0.4919038712978363
Subway,Walk,0.3576938211917877
Car & taxi,Walk,0.37333622574806213
Bike,Walk,0.7478306889533997
Subway,Walk,0.5506302118301392
Bike,Walk,0.49679476022720337
Bus,Car & taxi,0.5714032053947449
Car & taxi,Walk,0.5039319396018982
Bus,Car & taxi,0.739541232585907
Car & taxi,Subway,0.5087011456489563
Bus,Subway,0.5749789476394653
Bus,Bike,0.8025458455085754
Car & taxi,Bus,0.585666835308075
Bike,Bus,0.6464565396308899
Subway,Bus,0.3517421782016754
Subway,Train,0.2778305113315582
Bike,Walk,0.5002308487892151
Bus,Walk,0.5546252131462097
Car & taxi,Bus,0.7224419713020325
Car & taxi,Bike,0.5135093331336975
Bike,Walk,0.46644672751426697
Bus,Walk,0.7262147068977356
Bike,Walk,0.8503491282463074
Car & taxi,Bus,0.5738886594772339
Bus,Walk,0.461663156747818
Bike,Bus,0.5295302271842957
Bike,Walk,0.5946261882781982
Bus,Walk,0.36960962414741516
Bus,Bike,0.48271989822387695
Walk,Bus,0.4260682463645935
Car & taxi,Bus,0.5025691986083984
Car & taxi,Bus,0.5858032703399658
Bike,Walk,0.4818699061870575
Car & taxi,Walk,0.7887982130050659
Bike,Walk,0.64388108253479
Car & taxi,Walk,0.5212668180465698
Bus,Walk,0.49077102541923523
Car & taxi,Walk,0.4433187246322632
Subway,Walk,0.5511501431465149
Bike,Bus,0.5262746214866638
Subway,Walk,0.5241818428039551
Bus,Car & taxi,0.5542936325073242
Subway,Car & taxi,0.38665926456451416
Bus,Subway,0.47764983773231506
Walk,Bus,0.42737942934036255
Bike,Walk,0.8527544140815735
Car & taxi,Bus,0.7000421285629272
Bus,Walk,0.6989548206329346
Bike,Walk,0.7115883231163025
Subway,Bus,0.5784412622451782
Subway,Car & taxi,0.6062041521072388
Bus,Walk,0.7529757022857666
Subway,Bus,0.5697330832481384
Car & taxi,Bus,0.4924657344818115
Bike,Walk,0.9416548609733582
Bus,Bike,0.4697333872318268
Bike,Walk,0.5147607326507568
Bus,Car & taxi,0.7586119174957275
Subway,Car & taxi,0.34697577357292175
Bus,Walk,0.5519914627075195
Subway,Car & taxi,0.7948416471481323
Car & taxi,Bike,0.5428605079650879
Bus,Walk,0.42197558283805847
Car & taxi,Bus,0.5360335111618042
Bus,Walk,0.9896044731140137
Walk,Bus,0.3614594042301178
Subway,Walk,0.3713115453720093
Car & taxi,Subway,0.36784324049949646
Bike,Walk,0.8193755745887756
Bus,Bike,0.7330924868583679
Bike,Walk,0.39302754402160645
Bus,Car & taxi,0.6928325891494751
Bike,Bus,0.37306028604507446
Bus,Walk,0.8973780870437622
Bike,Walk,0.3942798376083374
Bike,Bus,0.44585245847702026
Bus,Bike,0.9383307099342346
Bike,Walk,0.3874690532684326
Walk,Bike,0.49331608414649963
Bus,Bike,0.624567449092865
Subway,Bus,0.6309012174606323
Car & taxi,Bus,0.49611353874206543
Bus,Bike,0.7554305791854858
Subway,Car & taxi,0.7319982647895813
Bus,Walk,0.713349461555481
Car & taxi,Bus,0.5196446180343628
Subway,Train,0.4068778455257416
Bike,Bus,0.5279063582420349
Car & taxi,Walk,0.43300360441207886
Train,Walk,0.5439510345458984
Bike,Bus,0.32502636313438416
Bike,Walk,0.7780917286872864
Subway,Walk,0.6163970828056335
Bus,Walk,0.6782717108726501
Car & taxi,Subway,0.539832592010498
Car & taxi,Walk,0.5633271932601929
Bike,Walk,0.6674634218215942
Bike,Bus,0.5530849695205688
Bus,Walk,0.6297391653060913
Bike,Bus,0.4864228367805481
Bus,Bike,0.9415590167045593
Bike,Bus,0.6532459259033203
Car & taxi,Walk,0.6687374711036682
Car & taxi,Bus,0.5769380927085876
Bus,Walk,0.5657852292060852
Bike,Walk,0.3549320697784424
Bus,Walk,0.7235965728759766
Bus,Car & taxi,0.7844811081886292
Bus,Walk,0.3903699219226837
Bus,Walk,0.8190336227416992
Bus,Bike,0.5373966693878174
Car & taxi,Bike,0.5102328658103943
Subway,Bus,0.42141279578208923
Bike,Walk,0.7263854742050171
Bike,Walk,0.8319741487503052
Car & taxi,Bus,0.5818495750427246
Bus,Bike,0.8956153988838196
Car & taxi,Bus,0.3215627074241638
Bike,Bus,0.5064257979393005
Bike,Walk,0.5153685212135315
Bike,Walk,0.40431448817253113
Car & taxi,Bus,0.5713955163955688
Subway,Bus,0.45936456322669983
Bike,Bus,0.5713235139846802
Car & taxi,Subway,0.4594404995441437
Car & taxi,Walk,0.41707083582878113
Bike,Walk,0.9600751996040344
Car & taxi,Walk,0.3867385983467102
Walk,Bike,0.4690532386302948
Car & taxi,Subway,0.5075359344482422
Car & taxi,Train,0.41702669858932495
Car & taxi,Bus,0.6094688773155212
Car & taxi,Walk,0.8249518871307373
Subway,Car & taxi,0.672481894493103
Bus,Bike,0.6978089809417725
Subway,Car & taxi,0.8114754557609558
Bus,Walk,0.461663156747818
Train,Walk,0.41085687279701233
Car & taxi,Bus,0.6090771555900574
Bus,Subway,0.5086013078689575
Car & taxi,Bus,0.6052332520484924
Car & taxi,Bus,0.6968724131584167
Bus,Walk,0.461663156747818
Bike,Walk,0.433003693819046
Bus,Car & taxi,0.8891853094100952
Car & taxi,Walk,0.6867430806159973
Car & taxi,Walk,0.738579511642456
Car & taxi,Bus,0.5831697583198547
Bike,Bus,0.6840566396713257
Bike,Walk,0.8150812387466431
Bike,Walk,0.81298828125
Walk,Bike,0.481311172246933
Car & taxi,Walk,0.47929075360298157
Subway,Walk,0.461663156747818
Car & taxi,Subway,0.5081431865692139
Walk,Bike,0.5276347994804382
Bus,Bike,0.49870848655700684
Car & taxi,Walk,0.5439510345458984
Bus,Walk,0.7185271978378296
Bus,Walk,0.5238144993782043
Bike,Walk,0.461641401052475
Bus,Walk,0.7199661731719971
Bus,Walk,0.6650689840316772
Bus,Walk,0.42604243755340576
Bus,Walk,0.4032219350337982
Walk,Bus,0.3395128846168518
Car & taxi,Walk,0.8105154037475586
Subway,Car & taxi,0.7474237680435181
Bus,Car & taxi,0.9037680625915527
Subway,Train,0.46797436475753784
Walk,Bike,0.484232634305954
Car & taxi,Walk,0.8150755167007446
Bus,Bike,0.40101099014282227
Bus,Walk,0.348580926656723
Train,Bus,0.7200049757957458
Bus,Car & taxi,0.6010773181915283
Bus,Walk,0.6782087087631226
Bike,Walk,0.45975378155708313
Bike,Walk,0.4218958616256714
Walk,Bike,0.47115904092788696
Bus,Bike,0.5057653188705444
Car & taxi,Walk,0.6621524691581726
Bike,Bus,0.5637853145599365
Car & taxi,Subway,0.38525477051734924
Subway,Car & taxi,0.5384112596511841
Car & taxi,Walk,0.332497775554657
Walk,Bike,0.5212746262550354
Car & taxi,Bus,0.5607579350471497
Car & taxi,Bus,0.5549042820930481
Car & taxi,Bus,0.5882554650306702
Car & taxi,Bus,0.6805803179740906
Car & taxi,Bus,0.5556843876838684
Bus,Walk,0.5121315121650696
Bike,Walk,0.5061267018318176
Bus,Car & taxi,0.5232917666435242
Bus,Car & taxi,0.7762245535850525
Bus,Car & taxi,0.6601986289024353
Bike,Bus,0.6249458193778992
Bike,Bus,0.5470080971717834
Car & taxi,Bus,0.571937084197998
Car & taxi,Bus,0.5033690929412842
Subway,Train,0.3932557702064514
Bus,Bike,0.4403243958950043
Car & taxi,Bus,0.7132666707038879
Walk,Bike,0.47233009338378906
Bus,Walk,0.4628831446170807
Car & taxi,Bus,0.6144431829452515
Car & taxi,Subway,0.5372462868690491
Car & taxi,Walk,0.8269063830375671
Subway,Bus,0.5805212259292603
Bus,Walk,0.5590863227844238
Bus,Walk,0.43306422233581543
Bike,Bus,0.6033236384391785
Bike,Walk,0.8157954216003418
Subway,Bus,0.43726471066474915
Subway,Walk,0.3573596477508545
Car & taxi,Walk,0.6689236164093018
Walk,Bike,0.4360103905200958
Subway,Bus,0.37770456075668335
Bus,Walk,0.6206058859825134
Bus,Car & taxi,0.8191781044006348
Car & taxi,Bus,0.508487343788147
Bus,Car & taxi,0.7996914982795715
Bus,Bike,0.9165117144584656
Bike,Walk,0.5042978525161743
Bike,Bus,0.43371307849884033
Car & taxi,Subway,0.48544612526893616
Bike,Walk,0.461663156747818
Subway,Bus,0.567426323890686
