true_label,pred_label,confidence
Bus,Walk,0.6723544001579285
Car & taxi,Bus,0.5357398390769958
Bus,Car & taxi,0.3947618901729584
Walk,Bike,0.5717595815658569
Car & taxi,Bus,0.5900135040283203
Bike,Bus,0.9196282625198364
Car & taxi,Walk,0.8852002620697021
Subway,Walk,0.8984500765800476
Bike,Walk,0.7157899141311646
Car & taxi,Bus,0.7932747006416321
Bike,Bus,0.5538375377655029
Bus,Car & taxi,0.6870219707489014
Walk,Bike,0.46118611097335815
Train,Bus,0.7229508757591248
Bus,Car & taxi,0.6315024495124817
Subway,Bus,0.5362598896026611
Walk,Bike,0.5790690183639526
Bus,Walk,0.9290632009506226
Bus,Bike,0.6773848533630371
Bus,Bike,0.6737035512924194
Car & taxi,Bus,0.6220800280570984
Subway,Bus,0.9884397983551025
Walk,Bus,0.32200977206230164
Car & taxi,Bus,0.967639684677124
Walk,Car & taxi,0.32734259963035583
Car & taxi,Walk,0.804362952709198
Subway,Walk,0.8766283988952637
Train,Bus,0.46472543478012085
Bike,Walk,0.42813244462013245
Bus,Walk,0.8360949754714966
Bike,Walk,0.9817981123924255
Bus,Bike,0.32629019021987915
Car & taxi,Bus,0.8593055009841919
Bike,Bus,0.6526204943656921
Car & taxi,Bus,0.38857507705688477
Bike,Walk,0.5750982165336609
Bus,Walk,0.8751437067985535
Bus,Walk,0.3531007170677185
Walk,Bike,0.5225945711135864
Bike,Walk,0.9971874356269836
Train,Walk,0.6640108823776245
Walk,Bus,0.4986678659915924
Bike,Walk,0.3957439064979553
Bike,Car & taxi,0.5385605692863464
Bus,Walk,0.7121673822402954
Bus,Car & taxi,0.3092327117919922
Car & taxi,Walk,0.35474732518196106
Train,Walk,0.3995876610279083
Train,Walk,0.39020606875419617
Walk,Bus,0.6596952676773071
Bike,Walk,0.9815616011619568
Bike,Walk,0.6570806503295898
Car & taxi,Bus,0.5236297249794006
Walk,Bus,0.6899199485778809
Car & taxi,Bus,0.5335891842842102
Car & taxi,Bike,0.4603656530380249
Bike,Walk,0.5188493728637695
Bike,Car & taxi,0.2998966872692108
Bike,Walk,0.9836347103118896
Bus,Bike,0.9744593501091003
Subway,Bike,0.34251368045806885
Bike,Walk,0.9461619853973389
Bus,Walk,0.464034765958786
Bus,Car & taxi,0.46641141176223755
Bus,Car & taxi,0.6137755513191223
Walk,Bike,0.9797001481056213
Walk,Bike,0.46911871433258057
Walk,Bike,0.36521413922309875
Walk,Bike,0.4942720830440521
Bike,Walk,0.9836347103118896
Bike,Bus,0.8538821339607239
Bike,Walk,0.7376503348350525
Walk,Bike,0.4007886052131653
Bike,Walk,0.5431225895881653
Bike,Bus,0.9251277446746826
Bus,Walk,0.9607982039451599
Bus,Car & taxi,0.9318626523017883
Car & taxi,Bus,0.40964144468307495
Car & taxi,Bus,0.885437548160553
Bike,Walk,0.2940639555454254
Walk,Bike,0.7610999941825867
Car & taxi,Walk,0.6495841145515442
Walk,Bike,0.4540369212627411
Car & taxi,Bus,0.5385147333145142
Car & taxi,Walk,0.9209625720977783
Bike,Walk,0.7325061559677124
Car & taxi,Train,0.5041553974151611
Walk,Car & taxi,0.33548682928085327
Car & taxi,Bus,0.8329503536224365
Bus,Car & taxi,0.2654002904891968
Bike,Walk,0.8086013793945312
Bus,Bike,0.7286055684089661
Bus,Car & taxi,0.698501706123352
Subway,Car & taxi,0.756848156452179
Bus,Subway,0.8329270482063293
Bike,Walk,0.9591395854949951
Car & taxi,Bus,0.6553331017494202
Bus,Walk,0.5026386380195618
Car & taxi,Bus,0.5473865270614624
Bus,Car & taxi,0.5256483554840088
Subway,Walk,0.9622023701667786
Walk,Bus,0.4726559519767761
Bus,Car & taxi,0.37219610810279846
Bus,Car & taxi,0.6413934826850891
Bike,Car & taxi,0.48015788197517395
Bike,Walk,0.8104386329650879
Car & taxi,Bike,0.7114679217338562
Car & taxi,Bus,0.9547429084777832
Bike,Walk,0.6171911358833313
Walk,Bus,0.5573351979255676
Bus,Car & taxi,0.8632746338844299
Walk,Bike,0.6754164695739746
Walk,Bus,0.33367639780044556
Subway,Walk,0.9068651795387268
Bus,Walk,0.769394040107727
Bike,Walk,0.791469156742096
Bus,Bike,0.9735891819000244
Bus,Walk,0.8826470971107483
Bike,Car & taxi,0.509358823299408
Walk,Subway,0.8079376816749573
Car & taxi,Bus,0.9232115745544434
Bus,Car & taxi,0.8949058651924133
Walk,Bike,0.7285928726196289
Car & taxi,Bus,0.8716382384300232
Bus,Walk,0.6093075275421143
Bus,Walk,0.6080141067504883
Bike,Walk,0.3709993362426758
Bus,Walk,0.637435257434845
Car & taxi,Bike,0.4199349880218506
Bus,Walk,0.9547476768493652
Bike,Car & taxi,0.4046338200569153
Car & taxi,Bus,0.8989594578742981
Car & taxi,Bus,0.8214653730392456
Bus,Car & taxi,0.8616697788238525
Subway,Car & taxi,0.6175635457038879
Bus,Walk,0.9137381911277771
Bus,Car & taxi,0.6565902233123779
Car & taxi,Walk,0.9679921269416809
Car & taxi,Bus,0.6698741316795349
Airplane,Car & taxi,0.7708344459533691
Train,Car & taxi,0.9233552813529968
Car & taxi,Bus,0.9132779836654663
Bus,Walk,0.47517088055610657
Bike,Walk,0.6767578721046448
Bike,Walk,0.7119537591934204
Airplane,Walk,0.48070308566093445
