true_label,pred_label,confidence
Bus,Car & taxi,0.8288266658782959
Bus,Walk,0.5467215776443481
Bus,Bike,0.3286837041378021
Walk,Bike,0.9763128757476807
Car & taxi,Bus,0.5673995614051819
Subway,Train,0.873223066329956
Bike,Walk,0.7302239537239075
Bike,Walk,0.7154685258865356
Car & taxi,Bus,0.6891975998878479
Bike,Walk,0.7603515982627869
Bus,Subway,0.4661179482936859
Train,Car & taxi,0.49652299284935
Bus,Car & taxi,0.5313841104507446
Bus,Walk,0.2689712345600128
Bike,Walk,0.4358108639717102
Walk,Bike,0.5353570580482483
Car & taxi,Subway,0.3709968030452728
Subway,Bus,0.9660479426383972
Walk,Bus,0.8319118618965149
Bike,Car & taxi,0.4070167541503906
Car & taxi,Bus,0.9178071022033691
Walk,Train,0.4034954309463501
Car & taxi,Walk,0.6804161071777344
Subway,Walk,0.9275083541870117
Walk,Bike,0.4276793897151947
Bike,Walk,0.8211684823036194
Car & taxi,Bus,0.7332700490951538
Bike,Bus,0.7664303183555603
Car & taxi,Bus,0.5968016982078552
Bus,Bike,0.5109288096427917
Bus,Car & taxi,0.7978575229644775
Train,Walk,0.27517449855804443
Car & taxi,Bus,0.796332597732544
Bike,Car & taxi,0.35285240411758423
Car & taxi,Bike,0.797214686870575
Bus,Walk,0.7167760729789734
Bus,Bike,0.8520522117614746
Bike,Walk,0.9795525670051575
Train,Walk,0.9244546890258789
Bike,Bus,0.35084977746009827
Walk,Train,0.41832882165908813
Bike,Walk,0.5774915814399719
Bus,Walk,0.6773459911346436
Car & taxi,Walk,0.30575093626976013
Train,Walk,0.8252175450325012
Walk,Bus,0.3858411908149719
Walk,Bike,0.7213345170021057
Bike,Bus,0.40374645590782166
Bike,Walk,0.6813082695007324
Walk,Car & taxi,0.47736749053001404
Car & taxi,Bike,0.426382452249527
Car & taxi,Bus,0.3658071756362915
Subway,Bus,0.5499388575553894
Bike,Walk,0.7490730881690979
Bike,Walk,0.7171817421913147
Bus,Bike,0.9089824557304382
Walk,Train,0.47778603434562683
Bus,Bike,0.49497151374816895
Bus,Car & taxi,0.7938475608825684
Car & taxi,Bike,0.6726536750793457
Subway,Bus,0.4451301097869873
Walk,Bike,0.71214759349823
Car & taxi,Bus,0.952398955821991
Bus,Car & taxi,0.3741033673286438
Car & taxi,Bike,0.7845618724822998
Walk,Bus,0.5184774398803711
Bike,Walk,0.7171817421913147
Car & taxi,Bus,0.3928365707397461
Bike,Walk,0.6700422763824463
Bike,Bus,0.473391592502594
Bus,Bike,0.5817070603370667
Bus,Car & taxi,0.5727593898773193
Car & taxi,Bus,0.37785765528678894
Car & taxi,Bus,0.9391148686408997
Bike,Bus,0.4408626854419708
Bike,Car & taxi,0.3233908414840698
Car & taxi,Walk,0.7742490768432617
Bus,Car & taxi,0.42409417033195496
Car & taxi,Bike,0.2916033864021301
Car & taxi,Walk,0.8471522927284241
Bike,Walk,0.8533762097358704
Car & taxi,Train,0.7757524847984314
Car & taxi,Bus,0.519856333732605
Walk,Bike,0.6239479184150696
Bus,Car & taxi,0.3137240707874298
